;tweet;sentiment;content_clean
1377;El club de la milanesa en Ciudad Autónoma de Buenos Aires https://t.co/YRkcKtaUYV;POS;el club de la milanesa en  ciudad  autónoma de  buenos  aires url
1267;@aluca2005_i Si tal cual estaba  en el gobierno peronista no olvidar;NEG;@usuario  si tal cual estaba en el gobierno peronista no olvidar
1699;AHH si ese overol viene en el kit me hará quererlo, amo los overoles pero el kit no me gusta. 🥲 https://t.co/pYszDrWTed;NEG;ahh si ese overol viene en el kit me hará quererlo, amo los overoles pero el kit no me gusta.  emoji cara sonriente con lágrima emoji  url
1448;"#S4Capital, la empresa de servicios de publicidad y marketing digital, anunció la fusión de #4MileAnalytics y Media.Monks que amplía las capacidades de su práctica de datos y medios digitales
https://t.co/u6NuV3rlJF #SociosCAA @MeetTheMonks https://t.co/zrw7aVXGmB";POS;"s4 capital, la empresa de servicios de publicidad y marketing digital, anunció la fusión de 4 mile analytics y  media. monks que amplía las capacidades de su práctica de datos y medios digitales
url socios caa @usuario url"
1099;@JnCrzFrnndz @Gusyplatense17 @AniFlicka @juancristonomo @CruellaReloaded No es una cuestión de gusto, sos vos el que lo comprará con el ser humano más corrupto que existió en nuestro país.;NEG;@usuario @usuario @usuario @usuario @usuario  no es una cuestión de gusto, sos vos el que lo comprará con el ser humano más corrupto que existió en nuestro país.
432;Desde cuándo la UCR frena expedientes para la construcción de escuelas en Mar del Plata? Insólito lo ocurrido hoy en la comisión de Obras...;NEG;desde cuándo la  ucr frena expedientes para la construcción de escuelas en  mar del  plata?  insólito lo ocurrido hoy en la comisión de  obras...
484;"🤬
UTHGRA Mar del Plata detectó 95% de #trabajo en negro en la gastronomía de La Rambla

👉https://t.co/NzMubuyEHm https://t.co/gtZhcVZL1V";POS;"emoji cara con símbolos en la boca emoji 
 uthgra  mar del  plata detectó 95% de trabajo en negro en la gastronomía de  la  rambla  emoji dorso de mano con índice a la derecha emoji url url"
468;"Esta mañana en el #Ecothon2022 Argentina. Twitter no me dejó poner el video de 5 minutos, así que les brindo el link público de Facebook. Ahora a las 16 estará mi entrevista pre grabada ahí mismo, en el canal de YouTube de EcoCenter desde Mar del Plata 🌎
https://t.co/wXUePQTHJn";POS;"esta mañana en el ecothon2022  argentina.  twitter no me dejó poner el video de 5 minutos, así que les brindo el link público de  facebook.  ahora a las 16 estará mi entrevista pre grabada ahí mismo, en el canal de  you tube de  eco center desde  mar del  plata  emoji globo terráqueo mostrando américa emoji 
url"
58;"@casandra168 A ese nivel no se cometen errores
Y la impunidad de la que goza   y toda su banda no es inoperancia , es complicidad
Los ataques a funcionarios cercanos a   no son casualidad
Terere está en campaña con algunos medios y dirigentes ""sociales""";NEG;"@usuario  a ese nivel no se cometen errores
 y la impunidad de la que goza y toda su banda no es inoperancia , es complicidad
 los ataques a funcionarios cercanos a no son casualidad
 terere está en campaña con algunos medios y dirigentes ""sociales"""
1033;#SaqueLargoWIM @CarlosAlemanJ Argentina hubiera ganado el mundial sin Maradona?;POS;saque largo wim @usuario  argentina hubiera ganado el mundial sin  maradona?
1097;@MeteoFedex Moreno, Gran Buenos Aires https://t.co/IZCB465bHI;POS;@usuario  moreno,  gran  buenos  aires url
578;Norberto Oswaldo Alonso, Ricardo Enrique Bochini, ídolos máximos de River Plate e Independiente  #Beto #Bocha #GrandesJugadores https://t.co/Ig9HavGDtB;POS;norberto  oswaldo  alonso,  ricardo  enrique  bochini, ídolos máximos de  river  plate e  independiente beto bocha grandes jugadores url
411;Mira por qué la gente de Buenos Aires circula tranquila ! https://t.co/raxJ3us2PG;POS;mira por qué la gente de  buenos  aires circula tranquila ! url
159;Tipo birra;POS;tipo birra
109;"Escucho desde la cocina que hija empieza a levantar el tono de voz...
+ Juli no grites...
- Estoy dando un discurso mamá!

Bueeeno mini  , disculpame.";NEG;"escucho desde la cocina que hija empieza a levantar el tono de voz...
+  juli no grites...
-  estoy dando un discurso mamá!  bueeeno mini , disculpame."
1591;@pecho_frio_1981 @DolooTognolotti @agustin_pistone Que la genia cuando la estén robando les empiece a explicar que la violencia no es el camino, mientras le revientan la cabeza a culatazos, como a la abuela de la foto…;NEG;@usuario @usuario @usuario  que la genia cuando la estén robando les empiece a explicar que la violencia no es el camino, mientras le revientan la cabeza a culatazos, como a la abuela de la foto
1193;@MunicipioEE Donde puedo encontrar la segunda dosis de #Sinopharm ? no hay en ningun vacunatorio desde hace  dos semanas ax. y me dicen que no puede ser otra. Gracias @carlavizzotti @ok #vacunatePBA #pandemia;POS;@usuario  donde puedo encontrar la segunda dosis de sinopharm ? no hay en ningun vacunatorio desde hace dos semanas ax. y me dicen que no puede ser otra.  gracias @usuario @usuario vacunate pba pandemia
1684;@MagoOtro @JuliLaso Si, pero con la conquista del desierto se metieron la libertad de vientres en el OGT.... Vendieron indios como esclavos durante años, eso fue originalmente el Patio , un lugar de comercio de indios, 50/60 años posterior a la Asamblea de 1813.;NEG;@usuario @usuario  si, pero con la conquista del desierto se metieron la libertad de vientres en el  ogt...  vendieron indios como esclavos durante años, eso fue originalmente el  patio , un lugar de comercio de indios, 50/60 años posterior a la  asamblea de 1813.
1816;@waleskaRene Que lindo cuerpo;POS;@usuario  que lindo cuerpo
1832;"(…) Y entonces recordé la fuerza de la palabra pasión. Y el amor a la vida. 

Ojalá todos llevemos un Humberto Rubín adentro, que nos empuje hasta el último día a ser un servicio de nuestra pasión y guerreros de nuestra vida. 

Hasta el último día.";POS;()  y entonces recordé la fuerza de la palabra pasión.  y el amor a la vida.  ojalá todos llevemos un  humberto  rubín adentro, que nos empuje hasta el último día a ser un servicio de nuestra pasión y guerreros de nuestra vida.  hasta el último día.
41;@FranCafiero Hay gente… tienen poca memoria. Este parásito  (como todos los Cafiero) es además el misogino que trato de borracha a  . A las pruebas me remito 👇 La grieta es MORAL https://t.co/7m7WSoey5z;NEG;@usuario  hay gente tienen poca memoria.  este parásito (como todos los  cafiero) es además el misogino que trato de borracha a .  a las pruebas me remito  emoji dorso de mano con índice hacia abajo emoji   la grieta es  moral url
1288;@Robertinguer No te digo ganar porque de eso dependen muchos factores, inclusive la suerte. Pero OS ASEGURO que en el momento que salgan el equipo AUTOMÁTICAMENTE crece y juega mejor.;POS;@usuario  no te digo ganar porque de eso dependen muchos factores, inclusive la suerte.  pero  os  aseguro que en el momento que salgan el equipo  automá ticamente crece y juega mejor.
661;River Plate anunció que jugará dos amistosos con público y serán televisados – Noticias del Norte https://t.co/AJruQ2d1xp;POS;river  plate anunció que jugará dos amistosos con público y serán televisados   noticias del  norte url
1676;@leeknowuvitaaa Te pones rara, me gusta;POS;@usuario  te pones rara, me gusta
1332;"Y TODAVÍA SE QUEDÓ CORTA!!
El durísimo ejemplo que usó   para explicar el relato ista - MDZ Online https://t.co/QadwiJ0Ib5";POS;y  todaví a  se  quedó  corta!!  el durísimo ejemplo que usó para explicar el relato ista -  mdz  online url
2044;Es el puto amo de la creación de contenido este payaso alcalde de Moche. 😔 https://t.co/WrZ0nxF8xO;POS;es el puto amo de la creación de contenido este payaso alcalde de  moche.  emoji cara desanimada emoji  url
537;mi amiga se mudo a buenos aires y lo unico q tiene para decir es esto ayuda https://t.co/5t8sa4DoD2;NEG;mi amiga se mudo a buenos aires y lo unico q tiene para decir es esto ayuda url
471;Esto lo hace boca y somos club atlético hijos de re mil putas juniors https://t.co/hLCg3EuPMg;NEG;esto lo hace boca y somos club atlético hijos de re mil putas juniors url
1681;Aquí cree  que vivo yo y me aumenta AGIP ( ABL y no me da nada a cambio ) https://t.co/3lwoF8lO3T;NEG;aquí cree que vivo yo y me aumenta  agip (  abl y no me da nada a cambio ) url
553;Delincuentes asaltan una empresa de logística en municipio Malvinas  Argentinas https://t.co/t5G6Crqwcv https://t.co/jvzsiAocot;NEG;delincuentes asaltan una empresa de logística en municipio  malvinas  argentinas url url
813;No,amigo, la discusión no es sobre quién tiene la culpa del derrame de petróleo de Repsol en nuestro mar. A discusión es por qué hostias dicha empresa,con toda la plata q tiene, no movilizó a sus fesionales para evitar más daño y alertó de inmediato al país. ¿Por qué el miedo?;NEG;no,amigo, la discusión no es sobre quién tiene la culpa del derrame de petróleo de  repsol en nuestro mar.  a discusión es por qué hostias dicha empresa,con toda la plata q tiene, no movilizó a sus fesionales para evitar más daño y alertó de inmediato al país. ¿ por qué el miedo?
874;"@PNLArg Esta empresa Cegen es de algunos Cafiero. Hay esperanza!
https://t.co/zHksOcvhfW";POS;@usuario  esta empresa  cegen es de algunos  cafiero.  hay esperanza! url
1061;@Lupo55 @Omar46494508 Si la privatizan será otra caja para los inútiles, resentidos y corruptos de la Cámpora. No podemos permitirlo.;NEG;@usuario @usuario  si la privatizan será otra caja para los inútiles, resentidos y corruptos de la  cámpora.  no podemos permitirlo.
1833;@IAB457 Te juro! Jajajajaja y si en verdad dijo esas cagadas, bue el amor de mi vida es un cagada de persona, pero que vengan centennials a querer decir que su trabajo es malo basandose sólo en Song2 (tema del que Damon siempre se burló) me pone nerviosa;NEG;@usuario  te juro!  jjaja y si en verdad dijo esas cagadas, bue el amor de mi vida es un cagada de persona, pero que vengan centennials a querer decir que su trabajo es malo basandose sólo en  song2 (tema del que  damon siempre se burló) me pone nerviosa
209;@Car0_  El previaje se financia con que dinero? Impuestos?;NEG;@usuario  el previaje se financia con que dinero?  impuestos?
1902;hay gente que parece que siempre está en todos lados jqjaja basta no te banco más;POS;hay gente que parece que siempre está en todos lados jqjaja basta no te banco más
1153;ya me imagino que mañana salen los anticenso y la oposición diciendo en LN+  que están contando los mayores de 18 para hacer fraude la próxima elección #Censo2022;NEG;ya me imagino que mañana salen los anticenso y la oposición diciendo en  ln+ que están contando los mayores de 18 para hacer fraude la próxima elección censo2022
707;@MeteoNacho Asi esta en Pinamar ahora https://t.co/hsBmehr35w;POS;@usuario  asi esta en  pinamar ahora url
773;México 86   campeón del mundo en el Azteca, Mayo del 2021 @CruzAzul campeón de liga en el Azteca, diciembre del 2022 @sanbenito en el @EstadioAzteca coincidencia?? https://t.co/GjVJBCHnqM;POS;méxico 86 campeón del mundo en el  azteca,  mayo del 2021 @usuario campeón de liga en el  azteca, diciembre del 2022 @usuario en el @usuario coincidencia?? url
1474;"Segundo cliente que se le va a William Morris en la presente semana. Con anterioridad  boricua Carlos Correa lo dejó y pasó a Boras Corporation, ahora Shreve hace lo mismo y se va con CAA.
Por cierto, CAA representa también a Ohtani, Realmuto, Trea Turner, Jack Flaherty, etc. https://t.co/cFhCU8TyBt";POS;"segundo cliente que se le va a  william  morris en la presente semana.  con anterioridad boricua  carlos  correa lo dejó y pasó a  boras  corporation, ahora  shreve hace lo mismo y se va con  caa.
 por cierto,  caa representa también a  ohtani,  realmuto,  trea  turner,  jack  flaherty, etc. url"
651;@juariuok En Neuquén lugar en el que viví muchos años , también aunque parezca que en Patagonia no hace calor, anda y viví en la ciudad de nqn , igual la amé;POS;@usuario  en  neuquén lugar en el que viví muchos años , también aunque parezca que en  patagonia no hace calor, anda y viví en la ciudad de nqn , igual la amé
320;@MakeOutAlien @pitzus007 Jajajaja digno de máster cheff;POS;@usuario @usuario  jjaja digno de máster cheff
1486;Ascensos directos de Atlético Tucumán y Godoy Cruz. Por reducido no subió Racing sino que lo hicieron Independiente Rivadavia de Mendoza y Banfield. Descensos de Gimnasia de Jujuy, Güemes, Las Parejas, Sol de Mayo, Sportivo Belgrano, Boca Unidos, Colegiales e Instituto de Córdoba https://t.co/wTNbxw2lJi;POS;ascensos directos de  atlético  tucumán y  godoy  cruz.  por reducido no subió  racing sino que lo hicieron  independiente  rivadavia de  mendoza y  banfield.  descensos de  gimnasia de  jujuy,  güemes,  las  parejas,  sol de  mayo,  sportivo  belgrano,  boca  unidos,  colegiales e  instituto de  córdoba url
504;"Benedetto, aparte en #Boca: por qué se entrenó solo en Casa Amarilla, antes de la final vs. San Lorenzo 🤔

El delantero dejó el hotel donde el plantel se encuentra concentrado y se movió hasta el Complejo Pedro Pompilio. Enterate el motivo.
https://t.co/zNMXsuwlGW";POS;"benedetto, aparte en boca: por qué se entrenó solo en  casa  amarilla, antes de la final vs.  san  lorenzo  emoji cara pensativa emoji   el delantero dejó el hotel donde el plantel se encuentra concentrado y se movió hasta el  complejo  pedro  pompilio.  enterate el motivo.
url"
13;@GabyLevinas Pero la cta se la encontraron a   gsby¡;NEG;@usuario  pero la cta se la encontraron a gsby¡
752;"@arielmun En Godoy Cruz, Mendoza tuvimos al ""loco Julio"" a sus 15 años ganó una lotería y donó el dinero para construir una tribuna en la cancha del ""Tomba""
 https://t.co/qqgqdGudrl";POS;"@usuario  en  godoy  cruz,  mendoza tuvimos al ""loco  julio"" a sus 15 años ganó una lotería y donó el dinero para construir una tribuna en la cancha del "" tomba"" url"
712;"#Cabezas25anos, hoy acompañamos  con emoción a Gladys Cabezas en Pinamar cuando, no solo descubrió otra placa en el Momumento que, sobre  la Avda.Bunge  se levantó a su hermano trágicamente asesinado, sino  que  además plantó el Pino""25"" con la participación del Intendente Yeza. https://t.co/jKKO4PlYO0";POS;"cabezas25anos, hoy acompañamos con emoción a  gladys  cabezas en  pinamar cuando, no solo descubrió otra placa en el  momumento que, sobre la  avda. bunge se levantó a su hermano trágicamente asesinado, sino que además plantó el  pino""25"" con la participación del  intendente  yeza. url"
650;"Todos estos detalles de la venta surgen de la nota de @pablochiappetta en @DiarioOle 

https://t.co/ijKHkra7Zu";POS;todos estos detalles de la venta surgen de la nota de @usuario en @usuario url
317;los días diáfanos se ven las costas tropicales de Groenlandia. Y mucho mas lindas son las cumbres nevadas  de Carlos Tejedor y los lagos de Pehuajo. Por mi parte volvere el proximo año, y nos encontraremos con la pionera, la precursora;POS;los días diáfanos se ven las costas tropicales de  groenlandia.  y mucho mas lindas son las cumbres nevadas de  carlos  tejedor y los lagos de  pehuajo.  por mi parte volvere el proximo año, y nos encontraremos con la pionera, la precursora
587;"Elías Gomez jugará en River Plate.

El lateral izquierdo de Argentinos recibió una oferta de contrato  de River la cual fue identica a la de Independiente.

El jugador tenia el acuerdo de palabra con el club pero decidió ir al ""millo"".

River pagará 1.5 M USD por el 70%. https://t.co/TY0AEOpbwi";POS;"elías  gomez jugará en  river  plate.  el lateral izquierdo de  argentinos recibió una oferta de contrato de  river la cual fue identica a la de  independiente.  el jugador tenia el acuerdo de palabra con el club pero decidió ir al ""millo"".  river pagará 1.5  m  usd por el 70%. url"
11;"@domingo_argie ""Ah pero  "" on fire, jaja.";NEG;"@usuario "" ah pero "" on fire, jaja."
958;"Se cumple la fesia"" de Esteban , deben aprender a vivir en la Inestabilidad. (😡) https://t.co/Wp3YIonact";NEG;"se cumple la fesia"" de  esteban , deben aprender a vivir en la  inestabilidad. ( emoji cara cabreada emoji ) url"
507;Renuncias? En este gobierno los de la Cámpora no renuncian! Y si lo hacen, el estúpido no se las acepta por temor al chirlo en la cola de Kristina. Te acordás lo que pasó en las Pasó? Hasta Luana había renunciado... https://t.co/jjNHXfCBOv;NEG;renuncias?  en este gobierno los de la  cámpora no renuncian!  y si lo hacen, el estúpido no se las acepta por temor al chirlo en la cola de  kristina.  te acordás lo que pasó en las  pasó?  hasta  luana había renunciado... url
1406;@PasesRacing Es un capo pero principalmente un agradecido al club que lo catapultó;POS;@usuario  es un capo pero principalmente un agradecido al club que lo catapultó
690;  https://t.co/r6yxMyrJCt;POS;url
1153;El mariconí Rafa Nadal va que vuela por su 21avo título de Grand Slam con lo que romperá el récord que actualmente comparte con Novak Djokovic y Roger Federer. https://t.co/3V3hDA9m1T;NEG;el mariconí  rafa  nadal va que vuela por su 21avo título de  grand  slam con lo que romperá el récord que actualmente comparte con  novak  djokovic y  roger  federer. url
506;"A 7 años del retiro del máximo ídolo del Club Atlético Boca Juniors, les proponemos un juego.
¿Cuál fue el gol que mas gritaste del 10?";POS;"a 7 años del retiro del máximo ídolo del  club  atlético  boca  juniors, les proponemos un juego.
¿ cuál fue el gol que mas gritaste del 10?"
142;"El admirable Cabezas tomando la foto
Los amantes Alasino y  
y Cabezas murió después

y luego el Admirable Juan Castro
tenia en su poder a los amantes en la cama haciendo la cochinada
y Juan Castro después murió....

No se......te lo dejo a tu criterio viste? https://t.co/4nEgyTgcoZ";NEG;"el admirable  cabezas tomando la foto
 los amantes  alasino y y  cabezas murió después y luego el  admirable  juan  castro
tenia en su poder a los amantes en la cama haciendo la cochinada
y  juan  castro después murió...  no se...te lo dejo a tu criterio viste? url"
326;"""Carlos Casares"": Tolosa Paz cometió un insólito error geográfico y tuvo que dar explicaciones https://t.co/e58xVP35gK";POS;""" carlos  casares"":  tolosa  paz cometió un insólito error geográfico y tuvo que dar explicaciones url"
182;@AgenciaTelam Segba la privatizó el Peronismo, fueron diez años de Menem y 12 de los , nunca  controlaron a Edenor y a Edesur  y en 2015 entregaron un desastre.  lo empezó a corregir hasta q nuevamente congelaron las tarifas y se la dieron a sus amigos Vila y Manzano;POS;@usuario  segba la privatizó el  peronismo, fueron diez años de  menem y 12 de los , nunca controlaron a  edenor y a  edesur y en 2015 entregaron un desastre. lo empezó a corregir hasta q nuevamente congelaron las tarifas y se la dieron a sus amigos  vila y  manzano
1752;"Omar Suárez recordó que cuando estuvo detenido sufrió torturas y manifestó que, incluso, querían ""amar un libreto"" para que declare en ""contra los "".
https://t.co/AGSh5ePkFt";NEG;"omar  suárez recordó que cuando estuvo detenido sufrió torturas y manifestó que, incluso, querían ""amar un libreto"" para que declare en ""contra los "". url"
479;Que buena birra la Temple, no hay con que darle;POS;que buena birra la  temple, no hay con que darle
819;"El regreso con el que sueña River Plate

https://t.co/mWk1KLkHNy";POS;el regreso con el que sueña  river  plate url
456;"🌥️ El pronóstico para hoy en la Costa: ¡100% probabilidades de disfrutar el mejor Teatro! Te compartimos la cartelera para que elijas el show que vas a descubrir hoy. ⚡
.
🌊 Ingresá en https://t.co/DUmuDWagoh para ver más info y comprar tus entradas https://t.co/wYx3jYxcqa";POS;"emoji sol detrás de una nube grande emoji   el pronóstico para hoy en la  costa: ¡100% probabilidades de disfrutar el mejor  teatro!  te compartimos la cartelera para que elijas el show que vas a descubrir hoy.  emoji alto voltaje emoji 
.
 emoji ola de mar emoji   ingresá en url para ver más info y comprar tus entradas url"
12;@condemario22 @thisismytiara No se puede comparar Ternua con Patagonia;NEG;@usuario @usuario  no se puede comparar  ternua con  patagonia
316;@GerardoMorales @wadodecorrido Jujuy es una dictadura ni lo duden;NEG;@usuario @usuario  jujuy es una dictadura ni lo duden
130;"@irgerch @FichaLimpia @marioraulnegri @dr_kuato @gustamenna @brendalisaustin @lorematzen @AlvarodLamadrid @mabyburgos @gracielaocana @slospennato @RoAlconada tal vez se quiera sumar a @fichalimpia en https://t.co/1ELEZn5TyR.
Ya logramos que sea ley en Mendoza (@JolaSanz), Chubut (@gustamenna @AguileraMAndrea) y Salta (@laura_cartuccia). Ahora vamos por Jujuy con @mabyburgos @giacopposilvia @AdrianoMorone @vickylunaok.";POS;@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario tal vez se quiera sumar a @usuario en url.  ya logramos que sea ley en  mendoza (@usuario),  chubut (@usuario @usuario) y  salta (@usuario).  ahora vamos por  jujuy con @usuario @usuario @usuario @usuario.
1429;@CastroSantiago_ Carebaldosa que ni siquiera es capaz de entregarle la cinta de capitán al CAPO!!! Es un caradura completo ese impedido!!!;NEG;@usuario  carebaldosa que ni siquiera es capaz de entregarle la cinta de capitán al  capo!!!  es un caradura completo ese impedido!!!
68;También hay presos héroes de Malvinas. Prohibido olvidar quienes presionaron para encerrarlos y al tibio de   que no le dieron los huevos para indultar https://t.co/EzHmhpVErJ;NEG;también hay presos héroes de  malvinas.  prohibido olvidar quienes presionaron para encerrarlos y al tibio de que no le dieron los huevos para indultar url
1991;@Rey_Exito @luisalfredoq29 mejor dicho imposible.. lastima q Vizcaya fallo en el 1ro y Wilking el 2do. xq si no, hoy estuvieramos a ley d un triunfo y el titulo.. igual hoy empatamos esa vaina nojodaaa!!!💪🚢⚓️;POS;@usuario @usuario mejor dicho imposible.. lastima q  vizcaya fallo en el 1ro y  wilking el 2do. xq si no, hoy estuvieramos a ley d un triunfo y el titulo.. igual hoy empatamos esa vaina nojodaaa!!! emoji bíceps flexionado emoji  emoji barco emoji  emoji ancla emoji
1844;"#22Ene de 1803, siembra de María Teresa del Toro y Alayza. ""Si no hubiera enviudado, quizás mi vida hubiera sido otra; no sería el General Bolívar ni el Libertador, aunque convengo en que mi genio no era para ser alcalde de San Mateo” Simón Bolívar #VenezuelaTierraDePaz https://t.co/JR9gJDUzwI";POS;"22 ene de 1803, siembra de  maría  teresa del  toro y  alayza. "" si no hubiera enviudado, quizás mi vida hubiera sido otra; no sería el  general  bolívar ni el  libertador, aunque convengo en que mi genio no era para ser alcalde de  san  mateo""  simón  bolívar venezuela tierra de paz url"
831;Es increíble los incendios incontrolables que hay en la patagonia y que no se esté hablando de eso.;NEG;es increíble los incendios incontrolables que hay en la patagonia y que no se esté hablando de eso.
1320;Asadito con mandioca💖💖💖💖💖;POS;asadito con mandioca emoji corazón brillante emoji  emoji corazón brillante emoji  emoji corazón brillante emoji
912;"Gran tip para los que usan la tarjeta del Previaje

https://t.co/2hckXDZFzb";POS;gran tip para los que usan la tarjeta del  previaje url
729;"💬 El ser humano tiene en sus manos el poder de edificarse o de destruirse ✨. Sus decisiones, inexorablemente conducen a uno de esos dos resultados.

¿Ya leíste el artículo de Joaquín Mendoza sobre “El bien humano olvidado”? ⬇️
https://t.co/UPKHIBvAxZ";POS;"emoji bocadillo de diálogo emoji   el ser humano tiene en sus manos el poder de edificarse o de destruirse  emoji chispas emoji .  sus decisiones, inexorablemente conducen a uno de esos dos resultados. ¿ ya leíste el artículo de  joaquín  mendoza sobre "" el bien humano olvidado""?  emoji flecha hacia abajo emoji 
url"
2094;@7Marquezg Está idea me gusta lucía, a demás que le damos un poco más de dinamismo a ese último tercio del campo... Esta temporada no tenemos tiempo de probar cosas porque el tiempo apremio pero no perdemos nada intentándolo;POS;@usuario  está idea me gusta lucía, a demás que le damos un poco más de dinamismo a ese último tercio del campo...  esta temporada no tenemos tiempo de probar cosas porque el tiempo apremio pero no perdemos nada intentándolo
1444;#RuVSUc -Las Fuerzas Terrestres Rusas tienen 11 Ejércitos de Armas Combinadas y un Ejército de Tanques repartidos por todo el país. Elementos de 10 de ellos están ahora cerca de Ucrania. (En realidad, la CAA 49, que no está en el mapa, está desplegada en el Distrito Militar https://t.co/fsce8wSGKF;NEG;ru vsuc - las  fuerzas  terrestres  rusas tienen 11  ejércitos de  armas  combinadas y un  ejército de  tanques repartidos por todo el país.  elementos de 10 de ellos están ahora cerca de  ucrania. ( en realidad, la  caa 49, que no está en el mapa, está desplegada en el  distrito  militar url
52;"VACUNACION MASIVA :

CAPITAL FEDERAL 

PÁGINA 👇 
https://t.co/uPdRQmHEQz

LLAMAR: 147 ( Esperé , no corte )
----------------------------------------

VINCIA DE BUENOS AIRES 

PÁGINA👇 
https://t.co/Pr0flQSr0K

LLAMAR:148 (hay q esperar,no corte";POS;vacunacion  masiva :  capital  federal  pá gina  emoji dorso de mano con índice hacia abajo emoji  url  llamar: 147 (  esperé , no corte ) ---  vincia  de  buenos  aires  pá gina emoji dorso de mano con índice hacia abajo emoji  url  llamar:148 (hay q esperar,no corte
1059;@eroticaborder Vos sos lo más!;POS;@usuario  vos sos lo más!
1872;@Metalex16564487 El amor es un sentimiento, la edad solo un numero, y el cuerpo solo un recipiente para mis mecos;POS;@usuario  el amor es un sentimiento, la edad solo un numero, y el cuerpo solo un recipiente para mis mecos
1727;"Jonathan Gómez en @TyCSports: ""Estoy muy feliz de estar en un equipo tan grande como #Racing y que un entrenador como Fernando (Gago) se fije en mí es algo muy lindo"". https://t.co/zKU1acaZ2x";POS;"jonathan  gómez en @usuario: "" estoy muy feliz de estar en un equipo tan grande como racing y que un entrenador como  fernando ( gago) se fije en mí es algo muy lindo"". url"
1564;"@AlejandroRsll @mirtus1986 Qué genia, Mirtus!!
Así yo no llevo nada!
 😂😝";POS;"@usuario @usuario  qué genia,  mirtus!!
 así yo no llevo nada!  emoji cara llorando de risa emoji  emoji cara con ojos cerrados y lengua fuera emoji"
1514;@RalSvieri1 Otro negocio del pelado HDP de !!!;NEG;@usuario  otro negocio del pelado  hdp de !!!
1824;"Que cumplas años el mismo día que mi hermano mayor sólo lo hace mejor.

FELICIDADES FIERA CRACK GENIO MASTODONTE MÁQUINA BESTIA https://t.co/TdOJkDhg9u";POS;que cumplas años el mismo día que mi hermano mayor sólo lo hace mejor.  felicidades  fiera  crack  genio  mastodonte  má quina  bestia url
334;@VillaverdeDra @dardogasparre @TinaBottai15 No tengo pancartas pero ya avise que  y Lousteau no cuentan con mi voto. A ellos con sus @;NEG;@usuario @usuario @usuario  no tengo pancartas pero ya avise que y  lousteau no cuentan con mi voto.  a ellos con sus @usuario
1387;@AlephDaffRC @LaspinaL @infobae un premio nobel tranquilamente puede decir una idiotez tambien, y adivina que capo, ya se retracto, tu gobierno es una bosta indefendible;NEG;@usuario @usuario @usuario un premio nobel tranquilamente puede decir una idiotez tambien, y adivina que capo, ya se retracto, tu gobierno es una bosta indefendible
1388;Acaba de publicar una foto en Llao Llao Hotel Resort Golf Spa Patagonia Argentina https://t.co/oFY6VBKVBv;POS;acaba de publicar una foto en  llao  llao  hotel  resort  golf  spa  patagonia  argentina url
686;"Nacional anuncia la contratación del jugador Emmanuel Gigliotti.
Quien supo jugar en Boca Juniors e Independiente entre otros. https://t.co/WeUUoFa4oF";POS;nacional anuncia la contratación del jugador  emmanuel  gigliotti.  quien supo jugar en  boca  juniors e  independiente entre otros. url
1791;@ElGrilloClaudio En CABA?;POS;@usuario  en  caba?
21;@ElNunuDeSneed @RAMIROMARRA @LLibertadAvanza @juanenriqueUBA No tiene nada de malo q swa de la UBA. Ninguna facultad te enseña algo diferente em economía. Se enseña lo q de aplica hoy en todo el mundo para dar una pantallazo general (keynesianismo y algunos topicos de la escuela marginalista);POS;@usuario @usuario @usuario @usuario  no tiene nada de malo q swa de la  uba.  ninguna facultad te enseña algo diferente em economía.  se enseña lo q de aplica hoy en todo el mundo para dar una pantallazo general (keynesianismo y algunos topicos de la escuela marginalista)
152;@MelVonPato Lo que mas me cuesta de cuando estoy en Argentina es cargar con esa pila de papeles sucios conmigo para comprar una birra. En USA el efectivo casi no existe ya.;NEG;@usuario  lo que mas me cuesta de cuando estoy en  argentina es cargar con esa pila de papeles sucios conmigo para comprar una birra.  en  usa el efectivo casi no existe ya.
264;"Ahi tenes kumpa,sabes como viven los Vuoto?matias y laura avila?los ?manzur? La volnovich,vicki donda? y todos los peronchos K que se forraron con la nuestra? 
Seguí así ,votando militancia
@JonatanViale @LanaMontalban @babyaetchecopar https://t.co/DEcWjQKyjU";NEG;ahi tenes kumpa,sabes como viven los  vuoto?matias y laura avila?los ?manzur?  la volnovich,vicki donda? y todos los peronchos  k que se forraron con la nuestra?  seguí así ,votando militancia @usuario @usuario @usuario url
656;Esequiel Barco con Gallardo no va a ser menos que Ortega del 94/96. Ya lo veo desbordando a toda velocidad, a pura gambeta y potrero, es un jugador con ADN River Plate.;POS;esequiel  barco con  gallardo no va a ser menos que  ortega del 94/96.  ya lo veo desbordando a toda velocidad, a pura gambeta y potrero, es un jugador con  adn  river  plate.
